dgst,cert_id,name,status,category,manufacturer,scheme,security_level,eal,not_valid_before,not_valid_after,report_link,st_link,cert_link,manufacturer_web,extracted_versions,cpe_matches,verified_cpe_matches,related_cves,in_refs,in_trans_refs,refs,trans_refs,extracted_sars,protection_profiles,cert_lab,year_from,longer_than_5_years,n_refs,n_trans_refs,n_in_refs,n_in_trans_refs,ref_cert_date,is_composite,date_diff
ce8061746eff4bab,ANSSI-CC-2023/42,Produit IAS Classic v5.2.1 with MOC Server v3.1 on MultiApp V5.1 Version 5.2.1.A.C et 5.2.1.A.O ( ANSSI-CC-2023/42 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-29,2028-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_42fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_42en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_42fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'5.2.1', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/01,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='ALC_DVS', level=2), SAR(family='AVA_VAN', level=5)}","['Protection profiles for secure signature creation device - Part 6: Extension for device with key impo...', 'Protection Profile for Secure Signature Creation Device - Part 2: Device with Key Generation, Version...', 'Protection profiles for secure signature creation device — Part 5: Extension for device with key gene...', 'Protection profiles for secure signature creation device - Part 3: Device with key import']",,2023,False,2,2,0,0,2023-06-21,True,100.0
ce8061746eff4bab,ANSSI-CC-2023/42,Produit IAS Classic v5.2.1 with MOC Server v3.1 on MultiApp V5.1 Version 5.2.1.A.C et 5.2.1.A.O ( ANSSI-CC-2023/42 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-29,2028-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_42fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_42en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_42fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'5.2.1', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/31,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='ALC_DVS', level=2), SAR(family='AVA_VAN', level=5)}","['Protection profiles for secure signature creation device - Part 6: Extension for device with key impo...', 'Protection Profile for Secure Signature Creation Device - Part 2: Device with Key Generation, Version...', 'Protection profiles for secure signature creation device — Part 5: Extension for device with key gene...', 'Protection profiles for secure signature creation device - Part 3: Device with key import']",,2023,False,2,2,0,0,2023-08-28,True,32.0
2e281496e88967e3,ANSSI-CC-2023/34,eTravel 3.1 BAC on MultiApp V5.1 Version 3.1.0.0 ( ANSSI-CC-2023/34 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'ALC_TAT.2', 'ADV_FSP.5', 'ALC_DVS.2', 'ALC_CMS.5', 'ATE_DPT.3', 'ADV_INT.2', 'ADV_TDS.4', 'EAL4+'}",EAL4+,2023-09-22,2028-09-22,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_34fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_34en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_34fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'3.1.0.0', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/01,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='ALC_TAT', level=2), SAR(family='ALC_CMS', level=5), SAR(family='ADV_TDS', level=4), SAR(family='ALC_DVS', level=2), SAR(family='ATE_DPT', level=3), SAR(family='ADV_INT', level=2), SAR(family='ADV_ARC', level=1), SAR(family='ASE_TSS', level=2), SAR(family='ALC_FLR', level=2), SAR(family='ADV_FSP', level=5)}","[""Protection Profile for Machine Readable Travel Document with 'ICAO Application', Basic Acce...""]",,2023,False,2,2,0,0,2023-06-21,True,93.0
2e281496e88967e3,ANSSI-CC-2023/34,eTravel 3.1 BAC on MultiApp V5.1 Version 3.1.0.0 ( ANSSI-CC-2023/34 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'ALC_TAT.2', 'ADV_FSP.5', 'ALC_DVS.2', 'ALC_CMS.5', 'ATE_DPT.3', 'ADV_INT.2', 'ADV_TDS.4', 'EAL4+'}",EAL4+,2023-09-22,2028-09-22,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_34fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_34en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_34fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'3.1.0.0', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/31,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='ALC_TAT', level=2), SAR(family='ALC_CMS', level=5), SAR(family='ADV_TDS', level=4), SAR(family='ALC_DVS', level=2), SAR(family='ATE_DPT', level=3), SAR(family='ADV_INT', level=2), SAR(family='ADV_ARC', level=1), SAR(family='ASE_TSS', level=2), SAR(family='ALC_FLR', level=2), SAR(family='ADV_FSP', level=5)}","[""Protection Profile for Machine Readable Travel Document with 'ICAO Application', Basic Acce...""]",,2023,False,2,2,0,0,2023-08-28,True,25.0
da3307575f94f11b,ANSSI-CC-2023/35,eTravel 3.1 EAC on BAC on MultiApp V5.1 Version 3.1.0.0 ( ANSSI-CC-2023/35 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-22,2028-09-22,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_35fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_35en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_35fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'3.1.0.0', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/01,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='AGD_OPE', level=1), SAR(family='ADV_IMP', level=1), SAR(family='ATE_DPT', level=1), SAR(family='ALC_DVS', level=2), SAR(family='ADV_ARC', level=1), SAR(family='AGD_PRE', level=1), SAR(family='ASE_TSS', level=2), SAR(family='ALC_FLR', level=2), SAR(family='AVA_VAN', level=5), SAR(family='ADV_TDS', level=3), SAR(family='ADV_FSP', level=4)}","[""Machine Readable Travel Document with 'ICAO Application', Extended Access Control, Version ...""]",,2023,False,2,2,0,0,2023-06-21,True,93.0
da3307575f94f11b,ANSSI-CC-2023/35,eTravel 3.1 EAC on BAC on MultiApp V5.1 Version 3.1.0.0 ( ANSSI-CC-2023/35 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-22,2028-09-22,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_35fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_35en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_35fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'3.1.0.0', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/31,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='AGD_OPE', level=1), SAR(family='ADV_IMP', level=1), SAR(family='ATE_DPT', level=1), SAR(family='ALC_DVS', level=2), SAR(family='ADV_ARC', level=1), SAR(family='AGD_PRE', level=1), SAR(family='ASE_TSS', level=2), SAR(family='ALC_FLR', level=2), SAR(family='AVA_VAN', level=5), SAR(family='ADV_TDS', level=3), SAR(family='ADV_FSP', level=4)}","[""Machine Readable Travel Document with 'ICAO Application', Extended Access Control, Version ...""]",,2023,False,2,2,0,0,2023-08-28,True,25.0
69619aef6f000d45,ANSSI-CC-2023/36,eTravel 3.1 EAC on SAC on MultiApp V5.1 Version 3.1.0.0 ( ANSSI-CC-2023/36 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-22,2028-09-22,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_36fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_36en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_36fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'3.1.0.0', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/01,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='AGD_OPE', level=1), SAR(family='ADV_IMP', level=1), SAR(family='ATE_DPT', level=1), SAR(family='ALC_DVS', level=2), SAR(family='ADV_ARC', level=1), SAR(family='AGD_PRE', level=1), SAR(family='ASE_TSS', level=2), SAR(family='ALC_FLR', level=2), SAR(family='AVA_VAN', level=5), SAR(family='ADV_TDS', level=3), SAR(family='ADV_FSP', level=4)}","['Machine Readable Travel Document using Standard Inspection Procedure with PACE (PACE_PP)', 'Machine Readable Travel Document with ICAO Application Extended Access Control with PACE, Version 1.3']",,2023,False,2,2,0,0,2023-06-21,True,93.0
69619aef6f000d45,ANSSI-CC-2023/36,eTravel 3.1 EAC on SAC on MultiApp V5.1 Version 3.1.0.0 ( ANSSI-CC-2023/36 ),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",THALES DIS FRANCE SA,FR,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-22,2028-09-22,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2023_36fr.pdf,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-2023_36en.pdf,https://www.commoncriteriaportal.org/files/epfiles/Certificat-CC-2023_36fr.pdf,https://www.thalesgroup.com/en/europe/france,"{'3.1.0.0', '3.1', '5.1'}",,,,set(),set(),ANSSI-CC-2023/31,"{'ANSSI-CC-2023/01', 'ANSSI-CC-2023/31'}","{SAR(family='AGD_OPE', level=1), SAR(family='ADV_IMP', level=1), SAR(family='ATE_DPT', level=1), SAR(family='ALC_DVS', level=2), SAR(family='ADV_ARC', level=1), SAR(family='AGD_PRE', level=1), SAR(family='ASE_TSS', level=2), SAR(family='ALC_FLR', level=2), SAR(family='AVA_VAN', level=5), SAR(family='ADV_TDS', level=3), SAR(family='ADV_FSP', level=4)}","['Machine Readable Travel Document using Standard Inspection Procedure with PACE (PACE_PP)', 'Machine Readable Travel Document with ICAO Application Extended Access Control with PACE, Version 1.3']",,2023,False,2,2,0,0,2023-08-28,True,25.0
66b3f998ff7dbddc,2021-43-INF-4154,SOMA-c007 Machine Readable Electronic Document Basic Access Control version 4 (SOMA-c007_4),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",HID Global,ES,"{'ALC_DVS.2', 'EAL4+'}",EAL4+,2023-09-15,2028-09-15,https://www.commoncriteriaportal.org/files/epfiles/2021-43%20INF-4154.pdf,https://www.commoncriteriaportal.org/files/epfiles/2021-43%20ST_lite.pdf,https://www.commoncriteriaportal.org/files/epfiles/2021-43_Certificado.pdf,https://www.hidglobal.com/,{'4'},,,,set(),set(),BSI-DSZ-CC-0891-V6-2021,{'BSI-DSZ-CC-0891-V6-2021'},"{SAR(family='ATE_FUN', level=1), SAR(family='ASE_REQ', level=2), SAR(family='ASE_TSS', level=1), SAR(family='ALC_DEL', level=1), SAR(family='ALC_CMC', level=4), SAR(family='ALC_TAT', level=1), SAR(family='ALC_CMS', level=4), SAR(family='ASE_ECD', level=1), SAR(family='ADV_FSP', level=4), SAR(family='ATE_IND', level=2), SAR(family='ALC_LCD', level=1), SAR(family='ASE_OBJ', level=2), SAR(family='ADV_IMP', level=1), SAR(family='ATE_DPT', level=1), SAR(family='ALC_FLR', level=1), SAR(family='AVA_VAN', level=3), SAR(family='ALC_DVS', level=2), SAR(family='ASE_SPD', level=1), SAR(family='AGD_OPE', level=1), SAR(family='ADV_ARC', level=1), SAR(family='AGD_PRE', level=1), SAR(family='ASE_CCL', level=1), SAR(family='ASE_INT', level=1), SAR(family='ADV_TDS', level=3), SAR(family='ATE_COV', level=2)}","[""Protection Profile for Machine Readable Travel Document with 'ICAO Application', Basic Acce...""]",,2023,False,1,1,0,0,2022-01-28,True,595.0
3c431b7bcb548458,2021-44-INF-4142,SOMA-c007 Machine Readable Electronic Document EAC-PACE-AA version 4 (SOMA-c007_4),active,"ICs, Smart Cards and Smart Card-Related Devices and Systems",HID Global,ES,"{'EAL5+', 'AVA_VAN.5', 'ALC_DVS.2'}",EAL5+,2023-09-15,2028-09-15,https://www.commoncriteriaportal.org/files/epfiles/2021-44%20INF-4142.pdf,https://www.commoncriteriaportal.org/files/epfiles/2021-44%20ST_LITE.pdf,https://www.commoncriteriaportal.org/files/epfiles/2021-44_Certificado.pdf,https://www.hidglobal.com/,{'4'},,,,set(),set(),BSI-DSZ-CC-0891-V6-2021,{'BSI-DSZ-CC-0891-V6-2021'},"{SAR(family='ATE_FUN', level=1), SAR(family='ASE_REQ', level=2), SAR(family='ASE_TSS', level=1), SAR(family='ALC_DEL', level=1), SAR(family='ALC_CMC', level=4), SAR(family='ASE_ECD', level=1), SAR(family='ATE_IND', level=2), SAR(family='ALC_LCD', level=1), SAR(family='ASE_OBJ', level=2), SAR(family='ADV_IMP', level=1), SAR(family='ALC_FLR', level=1), SAR(family='ADV_TDS', level=4), SAR(family='ALC_DVS', level=2), SAR(family='ASE_SPD', level=1), SAR(family='AGD_OPE', level=1), SAR(family='ALC_TAT', level=2), SAR(family='ALC_CMS', level=5), SAR(family='ATE_DPT', level=3), SAR(family='ADV_INT', level=2), SAR(family='ADV_ARC', level=1), SAR(family='AGD_PRE', level=1), SAR(family='ASE_CCL', level=1), SAR(family='ASE_INT', level=1), SAR(family='ADV_FSP', level=5), SAR(family='AVA_VAN', level=5), SAR(family='ATE_COV', level=2)}","['Machine Readable Travel Document using Standard Inspection Procedure with PACE (PACE_PP)', 'Machine Readable Travel Document with ICAO Application Extended Access Control with PACE, Version 1.3']",,2023,False,1,1,0,0,2022-01-28,True,595.0
